FIPS,ID,area_name,Unemployment_Rate
41059,201241059,"Umatilla County, OR",9.1
41061,201241061,"Union County, OR",9.4
41063,201241063,"Wallowa County, OR",11.5
41065,201241065,"Wasco County, OR",8.4
41067,201241067,"Washington County, OR",7.1
41069,201241069,"Wheeler County, OR",6.9
41071,201241071,"Yamhill County, OR",8.5
42000,201242000,Pennsylvania,7.8
42001,201242001,"Adams County, PA",6.4
42003,201242003,"Allegheny County, PA",7
42005,201242005,"Armstrong County, PA",8
42007,201242007,"Beaver County, PA",7.5
42009,201242009,"Bedford County, PA",8.6
42011,201242011,"Berks County, PA",7.7
42013,201242013,"Blair County, PA",7.4
42015,201242015,"Bradford County, PA",6.9
42017,201242017,"Bucks County, PA",7.2
42019,201242019,"Butler County, PA",6.4
42021,201242021,"Cambria County, PA",8.8
42023,201242023,"Cameron County, PA",10.3
42025,201242025,"Carbon County, PA",10
42027,201242027,"Centre County, PA",5.5
42029,201242029,"Chester County, PA",5.6
42031,201242031,"Clarion County, PA",9
42033,201242033,"Clearfield County, PA",9.4
42035,201242035,"Clinton County, PA",8.8
42037,201242037,"Columbia County, PA",8.3
42039,201242039,"Crawford County, PA",7.6
42041,201242041,"Cumberland County, PA",6.2
42043,201242043,"Dauphin County, PA",7.4
42045,201242045,"Delaware County, PA",7.7
42047,201242047,"Elk County, PA",7
42049,201242049,"Erie County, PA",7.8
42051,201242051,"Fayette County, PA",9.9
42053,201242053,"Forest County, PA",9.8
42055,201242055,"Franklin County, PA",7
42057,201242057,"Fulton County, PA",9.2
42059,201242059,"Greene County, PA",7.3
42061,201242061,"Huntingdon County, PA",9.9
42063,201242063,"Indiana County, PA",8.1
42065,201242065,"Jefferson County, PA",8.3
42067,201242067,"Juniata County, PA",7.3
42069,201242069,"Lackawanna County, PA",8.8
42071,201242071,"Lancaster County, PA",6.5
42073,201242073,"Lawrence County, PA",7.9
42075,201242075,"Lebanon County, PA",6.7
42077,201242077,"Lehigh County, PA",8.5
42079,201242079,"Luzerne County, PA",9.8
42081,201242081,"Lycoming County, PA",7.9
42083,201242083,"McKean County, PA",8.4
42085,201242085,"Mercer County, PA",7.6
42087,201242087,"Mifflin County, PA",8.7
42089,201242089,"Monroe County, PA",9.8
42091,201242091,"Montgomery County, PA",6.4
42093,201242093,"Montour County, PA",5.8
42095,201242095,"Northampton County, PA",8.1
42097,201242097,"Northumberland County, PA",9.1
42099,201242099,"Perry County, PA",7.3
42101,201242101,"Philadelphia County/city, PA",10.9
42103,201242103,"Pike County, PA",10.1
42105,201242105,"Potter County, PA",9.1
42107,201242107,"Schuylkill County, PA",9.7
42109,201242109,"Snyder County, PA",7.6
42111,201242111,"Somerset County, PA",8.9
42113,201242113,"Sullivan County, PA",7.8
42115,201242115,"Susquehanna County, PA",7.6
42117,201242117,"Tioga County, PA",7.6
42119,201242119,"Union County, PA",6.4
42121,201242121,"Venango County, PA",7.7
42123,201242123,"Warren County, PA",6.8
42125,201242125,"Washington County, PA",7.2
42127,201242127,"Wayne County, PA",8
42129,201242129,"Westmoreland County, PA",7.4
42131,201242131,"Wyoming County, PA",8.9
42133,201242133,"York County, PA",7.4
44000,201244000,Rhode Island,10.4
44001,201244001,"Bristol County, RI",9
44003,201244003,"Kent County, RI",9.9
44005,201244005,"Newport County, RI",9.3
44007,201244007,"Providence County, RI",10.9
44009,201244009,"Washington County, RI",9.7
45000,201245000,South Carolina,9.2
45001,201245001,"Abbeville County, SC",10.6
45003,201245003,"Aiken County, SC",8.6
45005,201245005,"Allendale County, SC",16.9
45007,201245007,"Anderson County, SC",8.9
45009,201245009,"Bamberg County, SC",15.9
45011,201245011,"Barnwell County, SC",13.9
45013,201245013,"Beaufort County, SC",7.6
45015,201245015,"Berkeley County, SC",8.4
45017,201245017,"Calhoun County, SC",11.2
45019,201245019,"Charleston County, SC",7.2
45021,201245021,"Cherokee County, SC",12.8
45023,201245023,"Chester County, SC",14.8
45025,201245025,"Chesterfield County, SC",11.4
45027,201245027,"Clarendon County, SC",12.8
45029,201245029,"Colleton County, SC",12.1
45031,201245031,"Darlington County, SC",11.1
45033,201245033,"Dillon County, SC",14.1
45035,201245035,"Dorchester County, SC",7.8
45037,201245037,"Edgefield County, SC",9.4
45039,201245039,"Fairfield County, SC",13
45041,201245041,"Florence County, SC",9.7
45043,201245043,"Georgetown County, SC",12
45045,201245045,"Greenville County, SC",7.4
45047,201245047,"Greenwood County, SC",10.1
45049,201245049,"Hampton County, SC",11.2
45051,201245051,"Horry County, SC",10.4
45053,201245053,"Jasper County, SC",8.5
45055,201245055,"Kershaw County, SC",9.5
45057,201245057,"Lancaster County, SC",11.3
45059,201245059,"Laurens County, SC",10.3
45061,201245061,"Lee County, SC",14.1
45063,201245063,"Lexington County, SC",7
45065,201245065,"McCormick County, SC",11.8
45067,201245067,"Marion County, SC",15.9
45069,201245069,"Marlboro County, SC",17.6
45071,201245071,"Newberry County, SC",8.8
45073,201245073,"Oconee County, SC",8.8
45075,201245075,"Orangeburg County, SC",14.3
45077,201245077,"Pickens County, SC",9
45079,201245079,"Richland County, SC",8.2
45081,201245081,"Saluda County, SC",8.5
45083,201245083,"Spartanburg County, SC",9.4
45085,201245085,"Sumter County, SC",10.7
45087,201245087,"Union County, SC",13.6
45089,201245089,"Williamsburg County, SC",15.8
45091,201245091,"York County, SC",9.3
46000,201246000,South Dakota,4.3
46003,201246003,"Aurora County, SD",3
46005,201246005,"Beadle County, SD",3.5
46007,201246007,"Bennett County, SD",6.8
46009,201246009,"Bon Homme County, SD",3.9
46011,201246011,"Brookings County, SD",3.9
46013,201246013,"Brown County, SD",3.6
46015,201246015,"Brule County, SD",3.6
46017,201246017,"Buffalo County, SD",9.7
46019,201246019,"Butte County, SD",4.7
46021,201246021,"Campbell County, SD",3.6
46023,201246023,"Charles Mix County, SD",5
46025,201246025,"Clark County, SD",4.3
46027,201246027,"Clay County, SD",3.8
46029,201246029,"Codington County, SD",3.9
46031,201246031,"Corson County, SD",8
46033,201246033,"Custer County, SD",5.4
46035,201246035,"Davison County, SD",3.3
46037,201246037,"Day County, SD",5.8
46039,201246039,"Deuel County, SD",5.9
46041,201246041,"Dewey County, SD",16
46043,201246043,"Douglas County, SD",3.4
46045,201246045,"Edmunds County, SD",3
46047,201246047,"Fall River County, SD",5.7
46049,201246049,"Faulk County, SD",4
46051,201246051,"Grant County, SD",4.4
46053,201246053,"Gregory County, SD",4.4
46055,201246055,"Haakon County, SD",3.2
46057,201246057,"Hamlin County, SD",3.9
46059,201246059,"Hand County, SD",3.1
46061,201246061,"Hanson County, SD",4.6
46063,201246063,"Harding County, SD",3.7
46065,201246065,"Hughes County, SD",3.3
46067,201246067,"Hutchinson County, SD",3.5
46069,201246069,"Hyde County, SD",3.5
46071,201246071,"Jackson County, SD",7
46073,201246073,"Jerauld County, SD",3.1
46075,201246075,"Jones County, SD",3.8
46077,201246077,"Kingsbury County, SD",3.6
46079,201246079,"Lake County, SD",4.2
46081,201246081,"Lawrence County, SD",4.5
46083,201246083,"Lincoln County, SD",3.2
46085,201246085,"Lyman County, SD",5.9
46087,201246087,"McCook County, SD",3.8
46089,201246089,"McPherson County, SD",4.6
46091,201246091,"Marshall County, SD",4.8
46093,201246093,"Meade County, SD",4.4
46095,201246095,"Mellette County, SD",7.8
46097,201246097,"Miner County, SD",3.7
46099,201246099,"Minnehaha County, SD",4
46101,201246101,"Moody County, SD",5.5
46102,201246102,"Oglala Lakota County, SD",14.2
46103,201246103,"Pennington County, SD",4.4
46105,201246105,"Perkins County, SD",4
46107,201246107,"Potter County, SD",4
46109,201246109,"Roberts County, SD",5.7
46111,201246111,"Sanborn County, SD",3.5
46115,201246115,"Spink County, SD",4.1
46117,201246117,"Stanley County, SD",3
46119,201246119,"Sully County, SD",3.1
46121,201246121,"Todd County, SD",9.7
46123,201246123,"Tripp County, SD",3.7
46125,201246125,"Turner County, SD",3.5
46127,201246127,"Union County, SD",4.8
46129,201246129,"Walworth County, SD",6.2
46135,201246135,"Yankton County, SD",3.7
46137,201246137,"Ziebach County, SD",6.9
47000,201247000,Tennessee,7.8
47001,201247001,"Anderson County, TN",7.9
47003,201247003,"Bedford County, TN",9.8
47005,201247005,"Benton County, TN",9.8
47007,201247007,"Bledsoe County, TN",10.4
47009,201247009,"Blount County, TN",7.1
47011,201247011,"Bradley County, TN",7.4
47013,201247013,"Campbell County, TN",11.1
47015,201247015,"Cannon County, TN",8.5
47017,201247017,"Carroll County, TN",10.9
47019,201247019,"Carter County, TN",8.9
47021,201247021,"Cheatham County, TN",7.2
47023,201247023,"Chester County, TN",7.8
47025,201247025,"Claiborne County, TN",9.9
47027,201247027,"Clay County, TN",10
47029,201247029,"Cocke County, TN",11.5
47031,201247031,"Coffee County, TN",8.2
47033,201247033,"Crockett County, TN",9.2
47035,201247035,"Cumberland County, TN",9
47037,201247037,"Davidson County, TN",6.2
47039,201247039,"Decatur County, TN",10.3
47041,201247041,"DeKalb County, TN",9.6
47043,201247043,"Dickson County, TN",8.3
47045,201247045,"Dyer County, TN",11
47047,201247047,"Fayette County, TN",8.5
47049,201247049,"Fentress County, TN",9.7
47051,201247051,"Franklin County, TN",7.8
47053,201247053,"Gibson County, TN",10.3
47055,201247055,"Giles County, TN",8.4
47057,201247057,"Grainger County, TN",10.3
47059,201247059,"Greene County, TN",10.2
47061,201247061,"Grundy County, TN",10.1
47063,201247063,"Hamblen County, TN",9.4
47065,201247065,"Hamilton County, TN",6.9
47067,201247067,"Hancock County, TN",11.8
47069,201247069,"Hardeman County, TN",10.9
47071,201247071,"Hardin County, TN",10.1
47073,201247073,"Hawkins County, TN",8.8
47075,201247075,"Haywood County, TN",11.5
47077,201247077,"Henderson County, TN",9.7
47079,201247079,"Henry County, TN",9.4
47081,201247081,"Hickman County, TN",8.9
47083,201247083,"Houston County, TN",11.2
47085,201247085,"Humphreys County, TN",9.5
47087,201247087,"Jackson County, TN",10.5
47089,201247089,"Jefferson County, TN",9.4
47091,201247091,"Johnson County, TN",9.5
47093,201247093,"Knox County, TN",6.1
47095,201247095,"Lake County, TN",10.4
47097,201247097,"Lauderdale County, TN",10.9
47099,201247099,"Lawrence County, TN",9.5
47101,201247101,"Lewis County, TN",10.8
47103,201247103,"Lincoln County, TN",6.1
47105,201247105,"Loudon County, TN",7.6
47107,201247107,"McMinn County, TN",9.1
47109,201247109,"McNairy County, TN",10.3
47111,201247111,"Macon County, TN",8.3
47113,201247113,"Madison County, TN",8.1
47115,201247115,"Marion County, TN",9.1
47117,201247117,"Marshall County, TN",9.4
47119,201247119,"Maury County, TN",7.8
47121,201247121,"Meigs County, TN",10.3
47123,201247123,"Monroe County, TN",9.9
47125,201247125,"Montgomery County, TN",7.6
47127,201247127,"Moore County, TN",5.8
47129,201247129,"Morgan County, TN",10.2
47131,201247131,"Obion County, TN",13.4
47133,201247133,"Overton County, TN",8.9
47135,201247135,"Perry County, TN",9.8
47137,201247137,"Pickett County, TN",9.4
47139,201247139,"Polk County, TN",9.8
47141,201247141,"Putnam County, TN",8
47143,201247143,"Rhea County, TN",10.2
47145,201247145,"Roane County, TN",8.6
47147,201247147,"Robertson County, TN",7
47149,201247149,"Rutherford County, TN",6.5
47151,201247151,"Scott County, TN",15.5
47153,201247153,"Sequatchie County, TN",8.4
47155,201247155,"Sevier County, TN",8.7
47157,201247157,"Shelby County, TN",8.6
47159,201247159,"Smith County, TN",8.2
47161,201247161,"Stewart County, TN",11
47163,201247163,"Sullivan County, TN",7.5
47165,201247165,"Sumner County, TN",6.5
47167,201247167,"Tipton County, TN",8.9
47169,201247169,"Trousdale County, TN",8.6
47171,201247171,"Unicoi County, TN",10.3
47173,201247173,"Union County, TN",9.4
47175,201247175,"Van Buren County, TN",11.5
47177,201247177,"Warren County, TN",8.8
47179,201247179,"Washington County, TN",7.1
47181,201247181,"Wayne County, TN",9.5
47183,201247183,"Weakley County, TN",10.9
47185,201247185,"White County, TN",9.8
47187,201247187,"Williamson County, TN",5
47189,201247189,"Wilson County, TN",6.4
48000,201248000,Texas,6.7
48001,201248001,"Anderson County, TX",6.3
48003,201248003,"Andrews County, TX",4
48005,201248005,"Angelina County, TX",6.9
48007,201248007,"Aransas County, TX",7
48009,201248009,"Archer County, TX",5.5
48011,201248011,"Armstrong County, TX",4.5
48013,201248013,"Atascosa County, TX",6.7
48015,201248015,"Austin County, TX",6.4
48017,201248017,"Bailey County, TX",6.9
48019,201248019,"Bandera County, TX",6.6
48021,201248021,"Bastrop County, TX",6.7
48023,201248023,"Baylor County, TX",5.1
48025,201248025,"Bee County, TX",7
48027,201248027,"Bell County, TX",7.4
48029,201248029,"Bexar County, TX",6.3
48031,201248031,"Blanco County, TX",5.2
48033,201248033,"Borden County, TX",4.3
48035,201248035,"Bosque County, TX",7.2
48037,201248037,"Bowie County, TX",7.4
48039,201248039,"Brazoria County, TX",6.7
48041,201248041,"Brazos County, TX",5.3
48043,201248043,"Brewster County, TX",5.1
48045,201248045,"Briscoe County, TX",5.4
48047,201248047,"Brooks County, TX",8.7
48049,201248049,"Brown County, TX",6.8
48051,201248051,"Burleson County, TX",6.3
48053,201248053,"Burnet County, TX",6
48055,201248055,"Caldwell County, TX",7.2
48057,201248057,"Calhoun County, TX",7.3
48059,201248059,"Callahan County, TX",6.1
48061,201248061,"Cameron County, TX",10.3
48063,201248063,"Camp County, TX",8
48065,201248065,"Carson County, TX",4.6
48067,201248067,"Cass County, TX",9.2
48069,201248069,"Castro County, TX",4.4
48071,201248071,"Chambers County, TX",8
48073,201248073,"Cherokee County, TX",7.2
48075,201248075,"Childress County, TX",4.4
48077,201248077,"Clay County, TX",5.6
48079,201248079,"Cochran County, TX",7.5
48081,201248081,"Coke County, TX",5.1
48083,201248083,"Coleman County, TX",7.5
48085,201248085,"Collin County, TX",5.9
48087,201248087,"Collingsworth County, TX",5
48089,201248089,"Colorado County, TX",6.4
48091,201248091,"Comal County, TX",6
48093,201248093,"Comanche County, TX",6.4
48095,201248095,"Concho County, TX",4.2
48097,201248097,"Cooke County, TX",5
48099,201248099,"Coryell County, TX",7.4
48101,201248101,"Cottle County, TX",7.5
48103,201248103,"Crane County, TX",4.9
48105,201248105,"Crockett County, TX",5
48107,201248107,"Crosby County, TX",7.2
48109,201248109,"Culberson County, TX",6.1
48111,201248111,"Dallam County, TX",3.7
48113,201248113,"Dallas County, TX",7.1
48115,201248115,"Dawson County, TX",6.4
48117,201248117,"Deaf Smith County, TX",4.7
48119,201248119,"Delta County, TX",6.7
48121,201248121,"Denton County, TX",5.7
48123,201248123,"DeWitt County, TX",4.8
48125,201248125,"Dickens County, TX",10.7
48127,201248127,"Dimmit County, TX",5.8
48129,201248129,"Donley County, TX",5.9
48131,201248131,"Duval County, TX",7
48133,201248133,"Eastland County, TX",6.7
48135,201248135,"Ector County, TX",4.6
48137,201248137,"Edwards County, TX",6.4
48139,201248139,"Ellis County, TX",6.8
48141,201248141,"El Paso County, TX",8.5
48143,201248143,"Erath County, TX",5.6
48145,201248145,"Falls County, TX",7.3
48147,201248147,"Fannin County, TX",7.1
48149,201248149,"Fayette County, TX",4.8
48151,201248151,"Fisher County, TX",5.4
48153,201248153,"Floyd County, TX",6.4
48155,201248155,"Foard County, TX",5.8
48157,201248157,"Fort Bend County, TX",6
48159,201248159,"Franklin County, TX",7.4
48161,201248161,"Freestone County, TX",6.7
48163,201248163,"Frio County, TX",5
48165,201248165,"Gaines County, TX",4.2
48167,201248167,"Galveston County, TX",7.6
48169,201248169,"Garza County, TX",5
48171,201248171,"Gillespie County, TX",4.7
48173,201248173,"Glasscock County, TX",4.1
48175,201248175,"Goliad County, TX",5.5
48177,201248177,"Gonzales County, TX",5.1
48179,201248179,"Gray County, TX",5.6
48181,201248181,"Grayson County, TX",6.8
48183,201248183,"Gregg County, TX",6.2
48185,201248185,"Grimes County, TX",6.4
48187,201248187,"Guadalupe County, TX",5.7
48189,201248189,"Hale County, TX",6.9
48191,201248191,"Hall County, TX",7.7
48193,201248193,"Hamilton County, TX",5.8
48195,201248195,"Hansford County, TX",3.4
48197,201248197,"Hardeman County, TX",5.9
48199,201248199,"Hardin County, TX",8.4
48201,201248201,"Harris County, TX",6.6
48203,201248203,"Harrison County, TX",7.4
48205,201248205,"Hartley County, TX",3.3
48207,201248207,"Haskell County, TX",5.3
48209,201248209,"Hays County, TX",5.8
48211,201248211,"Hemphill County, TX",2.9
48213,201248213,"Henderson County, TX",7.6
48215,201248215,"Hidalgo County, TX",10.6
48217,201248217,"Hill County, TX",6.9
48219,201248219,"Hockley County, TX",5.3
48221,201248221,"Hood County, TX",6.5
48223,201248223,"Hopkins County, TX",6.5
48225,201248225,"Houston County, TX",7.1
48227,201248227,"Howard County, TX",5.6
48229,201248229,"Hudspeth County, TX",7.5
48231,201248231,"Hunt County, TX",8.3
48233,201248233,"Hutchinson County, TX",6.5
48235,201248235,"Irion County, TX",4.6
48237,201248237,"Jack County, TX",5.8
48239,201248239,"Jackson County, TX",5.1
48241,201248241,"Jasper County, TX",10.6
48243,201248243,"Jeff Davis County, TX",4.9
48245,201248245,"Jefferson County, TX",11.1
48247,201248247,"Jim Hogg County, TX",6.6
48249,201248249,"Jim Wells County, TX",6.2
48251,201248251,"Johnson County, TX",6.6
48253,201248253,"Jones County, TX",7.2
48255,201248255,"Karnes County, TX",6.1
48257,201248257,"Kaufman County, TX",7
48259,201248259,"Kendall County, TX",5.4
48261,201248261,"Kenedy County, TX",5.1
48263,201248263,"Kent County, TX",4
48265,201248265,"Kerr County, TX",5.8
48267,201248267,"Kimble County, TX",4.9
48269,201248269,"King County, TX",4.5
48271,201248271,"Kinney County, TX",8.8
48273,201248273,"Kleberg County, TX",6.9
48275,201248275,"Knox County, TX",5.2
48277,201248277,"Lamar County, TX",9.2
48279,201248279,"Lamb County, TX",8
48281,201248281,"Lampasas County, TX",7.1
48283,201248283,"La Salle County, TX",4.4
48285,201248285,"Lavaca County, TX",4.8
48287,201248287,"Lee County, TX",5.4
48289,201248289,"Leon County, TX",7.4
48291,201248291,"Liberty County, TX",9.6
48293,201248293,"Limestone County, TX",6.9
48295,201248295,"Lipscomb County, TX",3.9
48297,201248297,"Live Oak County, TX",4.6
48299,201248299,"Llano County, TX",6.8
48301,201248301,"Loving County, TX",6
48303,201248303,"Lubbock County, TX",5.3
48305,201248305,"Lynn County, TX",6
48307,201248307,"McCulloch County, TX",5.4
48309,201248309,"McLennan County, TX",6.6
48311,201248311,"McMullen County, TX",2.4
48313,201248313,"Madison County, TX",7.1
48315,201248315,"Marion County, TX",9.1
48317,201248317,"Martin County, TX",4.5
48319,201248319,"Mason County, TX",5.2
48321,201248321,"Matagorda County, TX",10.1
48323,201248323,"Maverick County, TX",12.5
48325,201248325,"Medina County, TX",6.6
48327,201248327,"Menard County, TX",6.3
48329,201248329,"Midland County, TX",3.9
48331,201248331,"Milam County, TX",8.6
48333,201248333,"Mills County, TX",5.4
48335,201248335,"Mitchell County, TX",6
48337,201248337,"Montague County, TX",5.4
48339,201248339,"Montgomery County, TX",5.9
48341,201248341,"Moore County, TX",4.3
48343,201248343,"Morris County, TX",9.7
48345,201248345,"Motley County, TX",5.9
48347,201248347,"Nacogdoches County, TX",6.6
48349,201248349,"Navarro County, TX",7.3
48351,201248351,"Newton County, TX",11.1
48353,201248353,"Nolan County, TX",5.9
48355,201248355,"Nueces County, TX",6.6
48357,201248357,"Ochiltree County, TX",3.9
48359,201248359,"Oldham County, TX",4.3
48361,201248361,"Orange County, TX",10.5
48363,201248363,"Palo Pinto County, TX",6.7
48365,201248365,"Panola County, TX",6.9
48367,201248367,"Parker County, TX",5.9
48369,201248369,"Parmer County, TX",4.1
48371,201248371,"Pecos County, TX",5.1
48373,201248373,"Polk County, TX",8
48375,201248375,"Potter County, TX",5.3
48377,201248377,"Presidio County, TX",13.3
48379,201248379,"Rains County, TX",7
48381,201248381,"Randall County, TX",4.4
48383,201248383,"Reagan County, TX",3.4
48385,201248385,"Real County, TX",9.4
48387,201248387,"Red River County, TX",10.7
48389,201248389,"Reeves County, TX",6.8
48391,201248391,"Refugio County, TX",6
48393,201248393,"Roberts County, TX",5.1
48395,201248395,"Robertson County, TX",8
48397,201248397,"Rockwall County, TX",6.2
48399,201248399,"Runnels County, TX",5.5
48401,201248401,"Rusk County, TX",6.3
48403,201248403,"Sabine County, TX",14.6
48405,201248405,"San Augustine County, TX",12.1
48407,201248407,"San Jacinto County, TX",8.2
48409,201248409,"San Patricio County, TX",7.6
48411,201248411,"San Saba County, TX",6.2
48413,201248413,"Schleicher County, TX",4
48415,201248415,"Scurry County, TX",4.5
48417,201248417,"Shackelford County, TX",3.5
48419,201248419,"Shelby County, TX",7.3
48421,201248421,"Sherman County, TX",4.2
48423,201248423,"Smith County, TX",7
48425,201248425,"Somervell County, TX",6.6
48427,201248427,"Starr County, TX",14.5
48429,201248429,"Stephens County, TX",5.9
48431,201248431,"Sterling County, TX",3.5
48433,201248433,"Stonewall County, TX",4.4
48435,201248435,"Sutton County, TX",4.7
48437,201248437,"Swisher County, TX",5.9
48439,201248439,"Tarrant County, TX",6.5
48441,201248441,"Taylor County, TX",5.7
48443,201248443,"Terrell County, TX",4.7
48445,201248445,"Terry County, TX",6.5
48447,201248447,"Throckmorton County, TX",5.3
48449,201248449,"Titus County, TX",7.5
48451,201248451,"Tom Green County, TX",5.3
48453,201248453,"Travis County, TX",5.5
48455,201248455,"Trinity County, TX",8.2
48457,201248457,"Tyler County, TX",10.7
48459,201248459,"Upshur County, TX",6.7
48461,201248461,"Upton County, TX",4
48463,201248463,"Uvalde County, TX",7.9
48465,201248465,"Val Verde County, TX",7.6
48467,201248467,"Van Zandt County, TX",6.9
48469,201248469,"Victoria County, TX",5.6
48471,201248471,"Walker County, TX",6.9
48473,201248473,"Waller County, TX",7
48475,201248475,"Ward County, TX",4.8
48477,201248477,"Washington County, TX",5.6
48479,201248479,"Webb County, TX",6.5
48481,201248481,"Wharton County, TX",6.8
48483,201248483,"Wheeler County, TX",4.4
48485,201248485,"Wichita County, TX",6.1
48487,201248487,"Wilbarger County, TX",6
48489,201248489,"Willacy County, TX",15.8
48491,201248491,"Williamson County, TX",5.8
48493,201248493,"Wilson County, TX",5.5
48495,201248495,"Winkler County, TX",5.6
48497,201248497,"Wise County, TX",6.5
48499,201248499,"Wood County, TX",7.9
48501,201248501,"Yoakum County, TX",4
48503,201248503,"Young County, TX",5.7
48505,201248505,"Zapata County, TX",6.3
48507,201248507,"Zavala County, TX",13.5
49000,201249000,Utah,5.4
49001,201249001,"Beaver County, UT",6.1
49003,201249003,"Box Elder County, UT",5.8
49005,201249005,"Cache County, UT",4.5
49007,201249007,"Carbon County, UT",7
49009,201249009,"Daggett County, UT",5
49011,201249011,"Davis County, UT",4.9
49013,201249013,"Duchesne County, UT",4.7
49015,201249015,"Emery County, UT",7.2
49017,201249017,"Garfield County, UT",9.5
49019,201249019,"Grand County, UT",8.4
49021,201249021,"Iron County, UT",6.8
49023,201249023,"Juab County, UT",6.1
49025,201249025,"Kane County, UT",6.6
49027,201249027,"Millard County, UT",4.7
49029,201249029,"Morgan County, UT",4.9
49031,201249031,"Piute County, UT",8.3
49033,201249033,"Rich County, UT",5.3
49035,201249035,"Salt Lake County, UT",5.3
49037,201249037,"San Juan County, UT",8.8
49039,201249039,"Sanpete County, UT",6.4
49041,201249041,"Sevier County, UT",6.1
49043,201249043,"Summit County, UT",4.9
49045,201249045,"Tooele County, UT",6
49047,201249047,"Uintah County, UT",4.4
49049,201249049,"Utah County, UT",5
49051,201249051,"Wasatch County, UT",5.8
49053,201249053,"Washington County, UT",6.9
49055,201249055,"Wayne County, UT",10.8
49057,201249057,"Weber County, UT",6.3
50000,201250000,Vermont,5
50001,201250001,"Addison County, VT",4.5
50003,201250003,"Bennington County, VT",5.9
50005,201250005,"Caledonia County, VT",6.2
50007,201250007,"Chittenden County, VT",3.8
50009,201250009,"Essex County, VT",8
50011,201250011,"Franklin County, VT",4.5
50013,201250013,"Grand Isle County, VT",5.4
50015,201250015,"Lamoille County, VT",6.4
50017,201250017,"Orange County, VT",4.7
50019,201250019,"Orleans County, VT",7.7
50021,201250021,"Rutland County, VT",6.2
50023,201250023,"Washington County, VT",4.7
50025,201250025,"Windham County, VT",5.2
50027,201250027,"Windsor County, VT",4.7
51000,201251000,Virginia,6.1
51001,201251001,"Accomack County, VA",7.9
51003,201251003,"Albemarle County, VA",5.2
51005,201251005,"Alleghany County, VA",7.1
51007,201251007,"Amelia County, VA",6.5
51009,201251009,"Amherst County, VA",6.7
51011,201251011,"Appomattox County, VA",7.4
51013,201251013,"Arlington County, VA",3.5
51015,201251015,"Augusta County, VA",5.8
51017,201251017,"Bath County, VA",5.8
51019,201251019,"Bedford County, VA",6
51021,201251021,"Bland County, VA",7
51023,201251023,"Botetourt County, VA",5.5
51025,201251025,"Brunswick County, VA",10.1
51027,201251027,"Buchanan County, VA",9.1
51029,201251029,"Buckingham County, VA",8.5
51031,201251031,"Campbell County, VA",6.5
51033,201251033,"Caroline County, VA",7.8
51035,201251035,"Carroll County, VA",8.5
51036,201251036,"Charles City County, VA",7.8
51037,201251037,"Charlotte County, VA",8.7
51041,201251041,"Chesterfield County, VA",6.1
51043,201251043,"Clarke County, VA",5.2
51045,201251045,"Craig County, VA",7
51047,201251047,"Culpeper County, VA",5.7
51049,201251049,"Cumberland County, VA",7.1
51051,201251051,"Dickenson County, VA",10.7
51053,201251053,"Dinwiddie County, VA",7.6
51057,201251057,"Essex County, VA",7.3
51059,201251059,"Fairfax County, VA",4.5
51061,201251061,"Fauquier County, VA",5.1
51063,201251063,"Floyd County, VA",5.7
51065,201251065,"Fluvanna County, VA",5.3
51067,201251067,"Franklin County, VA",6.6
51069,201251069,"Frederick County, VA",5.8
51071,201251071,"Giles County, VA",7.3
51073,201251073,"Gloucester County, VA",5.6
51075,201251075,"Goochland County, VA",5.6
51077,201251077,"Grayson County, VA",9.6
51079,201251079,"Greene County, VA",5.6
51081,201251081,"Greensville County, VA",8.6
51083,201251083,"Halifax County, VA",9.5
51085,201251085,"Hanover County, VA",5.5
51087,201251087,"Henrico County, VA",6
51089,201251089,"Henry County, VA",10.6
51091,201251091,"Highland County, VA",4.9
51093,201251093,"Isle of Wight County, VA",6.3
51095,201251095,"James City County, VA",5.7
51097,201251097,"King and Queen County, VA",6.6
51099,201251099,"King George County, VA",6.5
51101,201251101,"King William County, VA",6.3
51103,201251103,"Lancaster County, VA",8
51105,201251105,"Lee County, VA",8.3
51107,201251107,"Loudoun County, VA",4.4
51109,201251109,"Louisa County, VA",6.2
51111,201251111,"Lunenburg County, VA",7.6
51113,201251113,"Madison County, VA",4.8
51115,201251115,"Mathews County, VA",5.7
51117,201251117,"Mecklenburg County, VA",9.4
51119,201251119,"Middlesex County, VA",6.1
51121,201251121,"Montgomery County, VA",5.9
51125,201251125,"Nelson County, VA",5.8
51127,201251127,"New Kent County, VA",5.6
51131,201251131,"Northampton County, VA",9.3
51133,201251133,"Northumberland County, VA",8.2
51135,201251135,"Nottoway County, VA",6.4
51137,201251137,"Orange County, VA",6.7
51139,201251139,"Page County, VA",10.2
51141,201251141,"Patrick County, VA",9.1
51143,201251143,"Pittsylvania County, VA",7.8
51145,201251145,"Powhatan County, VA",5.6
51147,201251147,"Prince Edward County, VA",8.5
51149,201251149,"Prince George County, VA",7.4
51153,201251153,"Prince William County, VA",5.3
51155,201251155,"Pulaski County, VA",7.4
51157,201251157,"Rappahannock County, VA",5.4
51159,201251159,"Richmond County, VA",6.4
51161,201251161,"Roanoke County, VA",5.2
51163,201251163,"Rockbridge County, VA",6.1
51165,201251165,"Rockingham County, VA",5.7
51167,201251167,"Russell County, VA",8.7
51169,201251169,"Scott County, VA",7.5
